t 0.02, x 0, y -0.08726642, z 49.99992, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.303683, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.307578, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.311713, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.315754, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.319515, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.323644, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.327678, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.331755, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.335774, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.339648, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.343732, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.347599, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.351699, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.355471, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.359592, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.363707, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.367994, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.372099, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.375643, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.37973, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.383694, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.387717, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.391702, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.395594, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.399762, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.40356, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.407608, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.411808, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.415704, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.41965, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.423696, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.42764, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.431745, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.435724, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.439674, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.443696, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.447757, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.451754, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.455455, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.459659, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.463692, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.467654, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.471803, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.475558, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.47969, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.4837, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.487656, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.491483, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.495642, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.499655, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.50363, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.507546, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.511686, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.515682, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.51963, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.523555, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.527572, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.531667, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.535606, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.539588, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.543647, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.547652, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.55159, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.555415, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.559623, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.563661, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.567637, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.572034, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.575546, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.579669, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.583572, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.587539, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.591625, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.595447, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.599663, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.603751, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.607592, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.611626, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.615685, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.619549, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.623583, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.627703, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.631558, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.635662, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.639642, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.643654, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.647695, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.65152, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.655396, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.659678, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.663659, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.667693, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.672093, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.675581, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.679704, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.683518, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.687631, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.69163, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.695701, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.699634, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.70367, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.707568, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.711705, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.715654, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.719643, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.723643, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.727629, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.73175, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.735803, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.739606, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.743609, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.7477, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.751699, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.755539, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.759721, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.76347, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.767661, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.772123, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.775428, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.779719, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.783703, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.78748, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.791638, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.795661, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.799587, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.803783, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.807653, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.811675, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.815742, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.819522, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.823496, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.827683, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.831611, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.835756, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.839684, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.843729, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.847718, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.85175, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.855527, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.859755, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.863671, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.867726, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.872076, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.875674, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.879651, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.883752, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.887727, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.891514, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.895741, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.899441, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.90377, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.907689, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.911654, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.915796, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.919697, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.923552, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.927747, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.931674, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.935671, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.939624, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.943559, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.94776, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.951691, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.95547, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.959678, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.963737, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.967674, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.972123, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.975667, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.979782, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.9837, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.987712, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.991617, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.995688, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.999525, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.003704, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.007578, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.011536, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.015749, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.019701, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.023582, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.027708, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.031701, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.035727, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.03967, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.043648, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.047609, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.051788, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.055586, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.059787, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.063516, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.067556, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.072201, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.075575, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.083787, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.091446, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scal
