t 0, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.725528, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.729397, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.733526, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.737789, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.74158, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.745521, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.749681, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.753473, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.757569, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.761513, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.76553, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.769434, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.773566, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.77763, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.781498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.785614, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.789378, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.793577, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.797507, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.801548, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.805514, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.809508, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.813529, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.817477, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.821393, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.825601, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.829495, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.83351, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.837758, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.841514, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.84552, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.849534, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.853481, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.857347, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.861554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.865586, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.869405, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.873534, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.877618, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.881315, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.885612, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.889283, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.89359, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.897585, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.901606, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.905511, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.909462, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.913526, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.917594, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.921349, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.925552, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.929522, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.933552, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.937718, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.941462, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.945546, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.949506, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.953511, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.957541, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.961531, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.965508, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.969439, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.973506, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.977547, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.981546, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.985535, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.989382, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.993567, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.997511, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.001498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.005442, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.009521, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.013549, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.017535, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.021357, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.025574, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.02954, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.033566, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.037775, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.04153, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.04549, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.049554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.053598, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.05749, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.061518, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.065566, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.069416, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.073416, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.077594, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.081498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.085585, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.089299, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.093575, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.097553, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.101504, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.105493, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.109519, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.113601, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.117464, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.12139, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.125559, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.129589, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.133301, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.137801, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.141516, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.145554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.149525, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.153487, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.157535, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.161571, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.165505, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.169493, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.173534, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.177598, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.181485, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.185552, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.189298, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.193563, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.1976, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.201507, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.205557, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.209336, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.21354, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.217535, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.221394, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.225545, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.229525, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.233529, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.237795, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.241499, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.245431, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.24953, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.253454, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.257518, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.261476, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.277892, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.281588, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.285613, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.289378, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.293649, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.297555, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.30153, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.305478, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.30955, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.313537, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.317573, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.321362, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.325562, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.329491, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.333553, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.337727, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.341508, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.345531, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.349537, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.353486, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.357624, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.36161, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.365501, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.369439, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.373578, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.377496, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.381498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.385388, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.389459, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.393426, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.39768, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.401577, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.405525, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.409541, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.413562, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.417495, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.421354, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.425622, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.429498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.433299, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.437697, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.441528, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.445518, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.449553, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.453464, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.457534, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.461385, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.46551, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.46944, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.473404, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.477597, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.481554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.485407, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.489282, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.49361, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.497395, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.501562, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.505557, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.509637, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.51353, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.51753, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.521372, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.52555, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.529537, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.53353, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.537687, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.541554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.545494, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.54951, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.553342, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.557498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.561537, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.565532, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.569376, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.573471, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.577603, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.581517, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.585505, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.589316, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.593529, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.597502, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.601584, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.605469, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.609541, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.613531, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.61751, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.62141, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.625556, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.62956, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.633551, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.637738, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.641489, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.645571, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.649448, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.653498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.657539, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.661648, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.665498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.669433, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.673466, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.677559, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.68153, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.685429, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.689394, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.693612, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.697576, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.701495, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.705608, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.709528, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
